id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,blockedX,blockedY,goalMouthZ,goalMouthY,isShot,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam
2417507143.0,504.0,83.0,4.0,1463.0,56.595,8.432,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'Length', 'Angle', 'PassEndX', 'PassEndY', 'OtherBodyPart', 'Zone']","[91, 119, 117, 30, 35, 37, 216, 218]",True,130506.0,54.285000000000004,19.108000000000004,,,,,,,,,,,,False,Portimonense,Sporting
2417507149.0,505.0,83.0,5.0,1463.0,54.285000000000004,19.108000000000004,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,342697.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417507173.0,506.0,83.0,6.0,1463.0,62.370000000000005,23.392,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Dispossessed,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[91, 70]",True,381910.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417507181.0,859.0,83.0,7.0,296.0,42.63,44.608,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Tackle,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Defensive', 'Zone']","[91, 143]",True,395992.0,,,,,,,,,,,,25.0,Gonçalo Inácio,,Portimonense,Sporting
2417507183.0,860.0,83.0,8.0,296.0,43.68000000000001,42.84,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,408962.0,,,,,,,,,,,,15.0,Manuel Ugarte,,Portimonense,Sporting
2417507193.0,861.0,83.0,9.0,296.0,43.68000000000001,42.84,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'Zone', 'StandingSave', 'PassEndY']","[91, 119, 117, 30, 36, 37, 216, 218]",True,408962.0,58.48500000000001,45.56,,,,,,,,,,15.0,Manuel Ugarte,False,Portimonense,Sporting
,,83.0,9.0,,58.48500000000001,45.56,,,Carry,,,,,384888.0,60.58500000000001,45.56,,,,,,,,,,68.0,Daniel Bragança,False,Portimonense,Sporting
2417507219.0,862.0,83.0,11.0,296.0,60.58500000000001,45.56,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'PassEndX', 'Length', 'PassEndY', 'StandingSave', 'Zone']","[91, 119, 117, 30, 36, 37, 216, 218]",True,384888.0,69.19500000000001,57.868,,,,,,,,,,68.0,Daniel Bragança,False,Portimonense,Sporting
,,83.0,11.0,,69.19500000000001,57.868,,,Carry,,,,,296364.0,76.86,61.336000000000006,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
2417507299.0,863.0,83.0,16.0,296.0,76.86,61.336000000000006,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'PassEndY', 'StandingSave', 'Length', 'Zone', 'PassEndX']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,296364.0,98.385,56.37200000000001,,,,,,,,,,11.0,Nuno Santos,True,Portimonense,Sporting
2417507305.0,864.0,83.0,19.0,296.0,99.75,56.440000000000005,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",TakeOn,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'StandingSave', 'Offensive']","[91, 53]",True,94868.0,,,,,,,,,,,,17.0,Pablo Sarabia,,Portimonense,Sporting
2417507309.0,507.0,83.0,19.0,1463.0,5.25,11.56,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Tackle,Successful,"['Zone', 'OppositeRelatedEvent', 'Defensive', 'StandingSave']","[91, 143]",True,308886.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417507311.0,508.0,83.0,21.0,1463.0,4.095,18.02,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,360107.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417507357.0,509.0,83.0,22.0,1463.0,3.1500000000000004,18.02,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'PassEndY', 'Length', 'Angle']","[91, 117, 30, 36, 38, 215, 218]",True,360107.0,8.61,2.584,,,,,,,,,,,,False,Portimonense,Sporting
2417507371.0,510.0,83.0,27.0,1463.0,11.655,0.8840000000000001,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave']","[91, 117, 30, 36, 37, 215, 218]",True,308886.0,12.495000000000001,9.520000000000001,,,,,,,,,,,,False,Portimonense,Sporting
2417507421.0,511.0,83.0,29.0,1463.0,12.495000000000001,9.248000000000001,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['PassEndY', 'Chipped', 'Longball', 'PassEndX', 'StandingSave', 'Angle', 'Zone', 'Length']","[91, 120, 124, 128, 36, 37, 216, 218]",True,370001.0,60.27,10.744000000000002,,,,,,,,,,,,True,Portimonense,Sporting
2417507555.0,512.0,83.0,32.0,1463.0,53.025000000000006,3.3320000000000003,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Foul,Successful,"['Foul', 'Zone', 'Offensive', 'OppositeRelatedEvent']","[91, 63]",True,130506.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417507603.0,869.0,83.0,32.0,296.0,51.975,64.668,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",Foul,Unsuccessful,"['Foul', 'Zone', 'StandingSave', 'OppositeRelatedEvent', 'Defensive']",[64],False,395992.0,,,,,,,,,,,,25.0,Gonçalo Inácio,,Portimonense,Sporting
2417507565.0,867.0,83.0,52.0,296.0,0.0,0.0,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",SubstitutionOff,Successful,"['JerseyNumber', 'PlayerPosition', 'RelatedEventId']",[214],False,342699.0,,,868.0,434076.0,,,,,,,,7.0,Bruno Tabata,,Portimonense,Sporting
2417507569.0,868.0,83.0,52.0,296.0,0.0,0.0,87.0,"{'value': 2, 'displayName': 'SecondHalf'}",SubstitutionOn,Successful,"['JerseyNumber', 'PlayerPosition', 'RelatedEventId', 'FormationSlot']",[213],False,434076.0,,,867.0,342699.0,,,,,,,,91.0,Rodrigo Ribeiro,,Portimonense,Sporting
2417507623.0,513.0,84.0,1.0,1463.0,52.605000000000004,4.0120000000000005,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'StandingSave', 'FreekickTaken', 'Angle', 'Zone', 'PassEndX', 'PassEndY']","[91, 117, 30, 132, 35, 37, 215, 218]",True,308886.0,28.665000000000003,12.376000000000001,,,,,,,,,,,,False,Portimonense,Sporting
2417507635.0,514.0,84.0,4.0,1463.0,28.665000000000003,12.376000000000001,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'Angle', 'StandingSave', 'Length']","[91, 117, 30, 35, 37, 215, 218]",True,360107.0,26.355000000000004,30.872,,,,,,,,,,,,False,Portimonense,Sporting
2417507663.0,515.0,84.0,7.0,1463.0,26.145,32.776,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndX', 'PassEndY', 'StandingSave', 'Angle', 'Longball']","[91, 117, 127, 36, 37, 216, 218]",True,422207.0,41.685,62.016000000000005,,,,,,,,,,,,False,Portimonense,Sporting
2417507675.0,516.0,84.0,12.0,1463.0,44.205000000000005,60.928,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'PassEndY', 'Length', 'Zone', 'PassEndX', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,108374.0,45.78,50.592000000000006,,,,,,,,,,,,False,Portimonense,Sporting
2417507689.0,517.0,84.0,14.0,1463.0,45.15,50.728,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle']","[91, 117, 30, 35, 38, 216, 218]",True,370001.0,37.48500000000001,50.592000000000006,,,,,,,,,,,,False,Portimonense,Sporting
2417507697.0,518.0,84.0,16.0,1463.0,35.805,48.144,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'Length', 'PassEndX', 'PassEndY', 'Angle', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,422207.0,41.265,43.248000000000005,,,,,,,,,,,,False,Portimonense,Sporting
2417507715.0,519.0,84.0,18.0,1463.0,39.795,42.568000000000005,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'StandingSave', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,370001.0,27.825000000000003,24.14,,,,,,,,,,,,False,Portimonense,Sporting
2417507751.0,520.0,84.0,21.0,1463.0,28.035,21.76,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Longball', 'Length', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Chipped', 'Angle']","[91, 120, 124, 128, 36, 38, 217, 218]",True,360107.0,88.83,20.740000000000002,,,,,,,,,,,,True,Portimonense,Sporting
2417507749.0,870.0,84.0,24.0,296.0,14.07,47.124,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",KeeperPickup,Successful,['StandingSave'],[93],False,23285.0,,,,,,,,,,,,1.0,Antonio Adán,,Portimonense,Sporting
2417507843.0,871.0,84.0,34.0,296.0,8.085,32.708000000000006,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Angle', 'StandingSave', 'Length', 'KeeperThrow', 'Zone', 'PassEndX']","[91, 36, 37, 215, 218]",True,23285.0,9.555,46.784,,,,,,,,,,1.0,Antonio Adán,False,Portimonense,Sporting
2417507875.0,872.0,84.0,37.0,296.0,9.555,46.784,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'PassEndY', 'StandingSave', 'Zone']","[91, 117, 30, 35, 38, 215, 218]",True,395992.0,4.305,30.464,,,,,,,,,,25.0,Gonçalo Inácio,False,Portimonense,Sporting
2417507891.0,873.0,84.0,40.0,296.0,4.305,30.532,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'Zone', 'StandingSave', 'Angle']","[91, 117, 30, 36, 37, 215, 218]",True,23285.0,15.645000000000001,36.856,,,,,,,,,,1.0,Antonio Adán,False,Portimonense,Sporting
2417507919.0,874.0,84.0,41.0,296.0,15.645000000000001,36.856,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'Zone', 'StandingSave', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 38, 215, 218]",True,71268.0,22.26,30.464,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
,,84.0,41.0,,22.26,30.464,,,Carry,,,,,384888.0,34.33500000000001,35.224000000000004,,,,,,,,,,68.0,Daniel Bragança,True,Portimonense,Sporting
2417507935.0,875.0,84.0,45.0,296.0,34.33500000000001,35.224000000000004,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Longball', 'Length', 'Angle', 'StandingSave', 'PassEndY', 'Chipped', 'Zone', 'PassEndX']","[91, 120, 124, 128, 36, 38, 216, 218]",True,384888.0,69.3,7.072000000000001,,,,,,,,,,68.0,Daniel Bragança,True,Portimonense,Sporting
2417507949.0,521.0,84.0,48.0,1463.0,31.5,63.988,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'HeadPass', 'Angle', 'PassEndX', 'PassEndY', 'Length']","[91, 117, 30, 139, 36, 38, 216, 218]",True,108374.0,49.14,59.908,,,,,,,,,,,,False,Portimonense,Sporting
2417507955.0,522.0,84.0,49.0,1463.0,49.245,59.772000000000006,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,345275.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417508001.0,523.0,84.0,51.0,1463.0,48.93000000000001,58.07200000000001,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Foul,Successful,"['Foul', 'Zone', 'Offensive', 'OppositeRelatedEvent']","[91, 63]",True,345275.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417507995.0,876.0,84.0,51.0,296.0,56.07,9.928,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Foul,Unsuccessful,"['StandingSave', 'Foul', 'OppositeRelatedEvent', 'Defensive', 'Zone']",[64],False,279177.0,,,,,,,,,,,,23.0,Marcus Edwards,,Portimonense,Sporting
2417508025.0,524.0,84.0,53.0,1463.0,49.980000000000004,54.400000000000006,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'FreekickTaken', 'StandingSave', 'PassEndY']","[91, 117, 30, 132, 35, 38, 216, 218]",True,345275.0,47.46000000000001,47.124,,,,,,,,,,,,False,Portimonense,Sporting
2417508033.0,525.0,84.0,54.0,1463.0,47.46000000000001,47.124,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'Length', 'StandingSave', 'PassEndY', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,370001.0,49.035000000000004,43.588,,,,,,,,,,,,False,Portimonense,Sporting
2417508059.0,526.0,84.0,58.0,1463.0,55.650000000000006,39.372,88.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Angle', 'StandingSave', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,345275.0,49.980000000000004,35.088,,,,,,,,,,,,False,Portimonense,Sporting
2417508079.0,527.0,85.0,1.0,1463.0,40.635000000000005,41.344,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'StandingSave', 'PassEndY', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 37, 216, 218]",True,342697.0,36.015,52.632000000000005,,,,,,,,,,,,False,Portimonense,Sporting
2417508107.0,528.0,85.0,4.0,1463.0,36.225,52.428,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Length', 'Angle', 'PassEndX']","[91, 117, 30, 35, 38, 215, 218]",True,422207.0,34.02,29.240000000000002,,,,,,,,,,,,False,Portimonense,Sporting
2417508129.0,529.0,85.0,6.0,1463.0,32.235,29.308000000000003,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'StandingSave', 'PassEndY', 'Length', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,360107.0,40.005,29.240000000000002,,,,,,,,,,,,False,Portimonense,Sporting
2417508151.0,530.0,85.0,9.0,1463.0,37.589999999999996,28.016000000000005,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,370001.0,38.535000000000004,4.42,,,,,,,,,,,,False,Portimonense,Sporting
2417508171.0,531.0,85.0,11.0,1463.0,38.535000000000004,4.42,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'PassEndY', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,308886.0,51.345,17.068,,,,,,,,,,,,False,Portimonense,Sporting
2417508195.0,532.0,85.0,13.0,1463.0,53.865,17.272000000000002,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'Length', 'PassEndY', 'PassEndX', 'StandingSave', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,342697.0,71.08500000000001,5.168,,,,,,,,,,,,False,Portimonense,Sporting
2417508215.0,533.0,85.0,16.0,1463.0,76.33500000000001,3.128,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'PassEndX', 'StandingSave', 'Longball', 'Angle', 'Cross', 'Zone', 'Chipped', 'RightFoot']","[91, 137, 124, 126, 36, 37, 217, 218]",True,381910.0,92.505,38.89600000000001,,,,,,,,,,,,True,Portimonense,Sporting
2417508211.0,877.0,85.0,18.0,296.0,9.240000000000002,29.852,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",KeeperPickup,Successful,['StandingSave'],[93],False,23285.0,,,,,,,,,,,,1.0,Antonio Adán,,Portimonense,Sporting
2417508353.0,879.0,85.0,35.0,296.0,10.815000000000001,34.476000000000006,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Chipped', 'PassEndY', 'PassEndX', 'Zone', 'Angle', 'StandingSave', 'Length']","[91, 117, 30, 124, 36, 38, 216, 218]",True,23285.0,38.745,28.696000000000005,,,,,,,,,,1.0,Antonio Adán,False,Portimonense,Sporting
,,85.0,35.0,,38.745,28.696000000000005,,,Carry,,,,,94868.0,39.795,27.200000000000003,,,,,,,,,,17.0,Pablo Sarabia,False,Portimonense,Sporting
2417508359.0,880.0,85.0,38.0,296.0,39.795,27.200000000000003,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",Foul,Successful,"['OppositeRelatedEvent', 'Foul', 'Offensive', 'Zone']","[91, 63]",True,94868.0,,,,,,,,,,,,17.0,Pablo Sarabia,,Portimonense,Sporting
2417508349.0,534.0,85.0,38.0,1463.0,65.205,40.800000000000004,89.0,"{'value': 2, 'displayName': 'SecondHalf'}",Foul,Unsuccessful,"['Zone', 'Defensive', 'StandingSave', 'OppositeRelatedEvent', 'Foul']",[64],False,422207.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417508571.0,881.0,86.0,10.0,296.0,37.48500000000001,29.716000000000005,90.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'PassEndX', 'PassEndY', 'FreekickTaken', 'Length', 'Zone']","[91, 117, 30, 132, 36, 37, 216, 218]",True,71268.0,43.89,42.228,,,,,,,,,,4.0,Sebastián Coates,False,Portimonense,Sporting
2417508577.0,882.0,86.0,14.0,296.0,43.785000000000004,41.82,90.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Angle']","[91, 117, 30, 36, 38, 216, 218]",True,408962.0,46.515,31.144000000000002,,,,,,,,,,15.0,Manuel Ugarte,False,Portimonense,Sporting
2417508595.0,883.0,86.0,15.0,296.0,46.515,31.144000000000002,90.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Zone', 'StandingSave', 'Length', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,384888.0,49.56,39.372,,,,,,,,,,68.0,Daniel Bragança,False,Portimonense,Sporting
,,86.0,15.0,,49.56,39.372,,,Carry,,,,,408962.0,54.285000000000004,38.964,,,,,,,,,,15.0,Manuel Ugarte,False,Portimonense,Sporting
2417508643.0,884.0,86.0,18.0,296.0,54.285000000000004,38.964,90.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Angle', 'PassEndX', 'PassEndY', 'Longball', 'StandingSave', 'Zone']","[91, 119, 117, 127, 205, 36, 37, 217, 218]",True,408962.0,84.73500000000001,59.024,,,,,,,,,,15.0,Manuel Ugarte,True,Portimonense,Sporting
,,86.0,18.0,,84.73500000000001,59.024,,,Carry,,,,,296364.0,92.82000000000001,61.540000000000006,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
2417508671.0,885.0,86.0,24.0,296.0,92.82000000000001,61.540000000000006,90.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'StandingSave', 'Angle']","[91, 119, 117, 30, 205, 35, 38, 217, 218]",True,296364.0,82.215,61.132000000000005,,,,,,,,,,11.0,Nuno Santos,False,Portimonense,Sporting
2417508695.0,886.0,86.0,26.0,296.0,81.9,60.79200000000001,90.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Length', 'Zone', 'Chipped', 'Longball', 'PassEndX', 'Angle', 'StandingSave', 'PassEndY']","[91, 119, 117, 124, 127, 205, 36, 38, 217, 218]",True,408962.0,88.2,6.460000000000001,,,,,,,,,,15.0,Manuel Ugarte,False,Portimonense,Sporting
,,86.0,26.0,,88.2,6.460000000000001,,,Carry,,,,,362352.0,99.33,11.356,,,,,,,,,,24.0,Pedro Porro,True,Portimonense,Sporting
2417508703.0,887.0,86.0,32.0,296.0,99.33,11.356,90.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['StandingSave', 'Angle', 'OppositeRelatedEvent', 'RightFoot', 'Chipped', 'Zone', 'Length', 'PassEndX', 'PassEndY', 'Offensive', 'Cross']","[91, 137, 124, 126, 35, 37, 217, 218]",True,362352.0,99.015,14.416,,,,,,,,,,24.0,Pedro Porro,False,Portimonense,Sporting
2417508709.0,536.0,86.0,33.0,1463.0,8.085,50.184000000000005,90.0,"{'value': 2, 'displayName': 'SecondHalf'}",Clearance,Successful,"['Zone', 'OppositeRelatedEvent', 'BlockedCross', 'StandingSave']","[91, 59]",True,108374.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417508715.0,537.0,86.0,34.0,1463.0,5.460000000000001,51.476000000000006,90.0,"{'value': 2, 'displayName': 'SecondHalf'}",CornerAwarded,Unsuccessful,"['MissLeft', 'Zone', 'OppositeRelatedEvent']",[122],False,108374.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417508713.0,888.0,86.0,34.0,296.0,99.54,16.524,90.0,"{'value': 2, 'displayName': 'SecondHalf'}",CornerAwarded,Successful,"['MissRight', 'OppositeRelatedEvent', 'Zone']",[122],False,362352.0,,,,,,,,,,,,24.0,Pedro Porro,,Portimonense,Sporting
2417509003.0,890.0,87.0,6.0,296.0,104.47500000000001,0.34,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['Length', 'LeftFoot', 'PassEndX', 'PassEndY', 'Chipped', 'CornerTaken', 'Cross', 'Angle', 'StandingSave', 'Longball', 'Zone']","[91, 138, 124, 126, 31, 33, 34, 35, 37, 217, 218]",True,94868.0,98.80499999999999,37.944,,,,,,,,,,17.0,Pablo Sarabia,True,Portimonense,Sporting
2417509013.0,538.0,87.0,8.0,1463.0,8.505,28.424,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",Clearance,Successful,"['Length', 'Angle', 'PassEndX', 'Zone', 'Head', 'PassEndY']","[91, 94, 95, 57, 215]",True,106408.0,20.790000000000003,20.876,,,,,,,,,,,,,Portimonense,Sporting
2417509025.0,891.0,87.0,11.0,296.0,83.265,45.696000000000005,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",MissedShots,Successful,"['Zone', 'GoalMouthZ', 'MissRight', 'FromCorner', 'OutOfBoxCentre', 'StandingSave', 'GoalMouthY', 'LeftFoot']","[91, 7, 10, 2, 5, 13]",True,296364.0,,,,,,,8.3,37.6,True,,,11.0,Nuno Santos,,Portimonense,Sporting
2417509149.0,540.0,87.0,27.0,1463.0,3.6750000000000003,35.292,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['GoalKick', 'Zone', 'Angle', 'Length', 'PassEndX', 'PassEndY']","[91, 117, 30, 36, 37, 215, 218]",True,310029.0,14.490000000000002,52.224000000000004,,,,,,,,,,,,False,Portimonense,Sporting
2417509159.0,541.0,87.0,29.0,1463.0,14.490000000000002,52.224000000000004,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Angle', 'Length', 'PassEndY', 'StandingSave', 'Zone', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,422207.0,27.195,47.056000000000004,,,,,,,,,,,,False,Portimonense,Sporting
2417509169.0,542.0,87.0,32.0,1463.0,26.775000000000002,44.404,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Angle', 'Zone', 'StandingSave']","[91, 117, 30, 35, 37, 215, 218]",True,370001.0,15.120000000000001,46.03600000000001,,,,,,,,,,,,False,Portimonense,Sporting
2417509177.0,543.0,87.0,34.0,1463.0,14.91,46.104,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['PassEndY', 'StandingSave', 'Zone', 'Angle', 'PassEndX', 'Length']","[91, 117, 30, 35, 38, 215, 218]",True,422207.0,10.185,44.268,,,,,,,,,,,,False,Portimonense,Sporting
2417509213.0,544.0,87.0,35.0,1463.0,10.185,44.268,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Unsuccessful,"['PassEndX', 'StandingSave', 'Zone', 'Longball', 'PassEndY', 'Length', 'Angle']","[91, 118, 120, 128, 36, 37, 216, 218]",True,310029.0,37.800000000000004,51.00000000000001,,,,,,,,,,,,False,Portimonense,Sporting
2417509233.0,893.0,87.0,38.0,296.0,70.98,12.648000000000001,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['Zone', 'PassEndX', 'Angle', 'HeadPass', 'PassEndY', 'Length']","[91, 119, 117, 30, 139, 205, 36, 37, 217, 218]",True,384888.0,78.855,14.620000000000001,,,,,,,,,,68.0,Daniel Bragança,False,Portimonense,Sporting
2417509239.0,894.0,87.0,39.0,296.0,79.275,15.572000000000001,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallTouch,Successful,"['StandingSave', 'Zone']",[91],True,279177.0,,,,,,,,,,,,23.0,Marcus Edwards,,Portimonense,Sporting
2417509249.0,895.0,87.0,41.0,296.0,79.065,17.204,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,384888.0,,,,,,,,,,,,68.0,Daniel Bragança,,Portimonense,Sporting
,,87.0,41.0,,79.065,17.204,,,Carry,,,,,384888.0,85.155,21.624000000000002,,,,,,,,,,68.0,Daniel Bragança,True,Portimonense,Sporting
2417509281.0,896.0,87.0,42.0,296.0,85.155,21.624000000000002,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",Pass,Successful,"['StandingSave', 'Zone', 'PassEndX', 'Length', 'Angle', 'PassEndY']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,384888.0,101.01,23.12,,,,,,,,,,68.0,Daniel Bragança,True,Portimonense,Sporting
,,87.0,42.0,,101.01,23.12,,,Carry,,,,,279177.0,96.075,14.212,,,,,,,,,,23.0,Marcus Edwards,False,Portimonense,Sporting
2417509285.0,897.0,87.0,49.0,296.0,96.075,14.212,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",TakeOn,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Offensive', 'StandingSave']","[91, 53]",True,279177.0,,,,,,,,,,,,23.0,Marcus Edwards,,Portimonense,Sporting
2417509321.0,545.0,87.0,49.0,1463.0,8.925,53.788,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",Tackle,Successful,"['Defensive', 'Zone', 'OppositeRelatedEvent', 'StandingSave']","[91, 143]",True,422207.0,,,,,,,,,,,,,,,Portimonense,Sporting
2417509325.0,546.0,87.0,53.0,1463.0,35.7,65.688,91.0,"{'value': 2, 'displayName': 'SecondHalf'}",BallRecovery,Successful,[],[93],False,345275.0,,,,,,,,,,,,,,,Portimonense,Sporting
