id,eventId,minute,second,teamId,x,y,expandedMinute,period,type,outcomeType,qualifiers,satisfiedEventsTypes,isTouch,playerId,endX,endY,relatedEventId,relatedPlayerId,goalMouthZ,goalMouthY,isShot,blockedX,blockedY,isGoal,cardType,shirtNo,name,progressive,homeTeam,awayTeam
2375710597.0,168.0,16.0,35.0,108.0,8.715000000000002,36.720000000000006,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Zone', 'Angle', 'PassEndX', 'StandingSave']","[91, 117, 30, 36, 38, 215, 218]",True,408374.0,17.01,6.392,,,,,,,,,,,,False,Moreirense,Santa Clara
2375710641.0,169.0,16.0,39.0,108.0,21.419999999999998,2.5160000000000005,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'StandingSave', 'Zone', 'Length', 'Angle']","[91, 117, 30, 35, 37, 215, 218]",True,322792.0,9.03,17.0,,,,,,,,,,,,False,Moreirense,Santa Clara
2375710691.0,170.0,16.0,41.0,108.0,8.925,17.0,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndY', 'Length', 'Angle', 'PassEndX', 'Longball', 'Zone', 'StandingSave']","[91, 120, 128, 36, 37, 216, 218]",True,408374.0,54.285000000000004,30.736000000000004,,,,,,,,,,,,True,Moreirense,Santa Clara
2375710701.0,160.0,16.0,45.0,251.0,48.300000000000004,36.652,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,422199.0,,,,,,,,,,,,4.0,Kennedy Boateng,,Moreirense,Santa Clara
2375710727.0,161.0,16.0,45.0,251.0,48.300000000000004,36.652,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle', 'StandingSave']","[91, 119, 117, 30, 36, 38, 216, 218]",True,422199.0,58.38,32.504,,,,,,,,,,4.0,Kennedy Boateng,False,Moreirense,Santa Clara
,,16.0,45.0,,58.38,32.504,,,Carry,,,,,101748.0,60.58500000000001,31.756000000000004,,,,,,,,,,8.0,Anderson Carvalho,False,Moreirense,Santa Clara
2375710795.0,162.0,16.0,46.0,251.0,60.58500000000001,31.756000000000004,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'StandingSave', 'Length', 'PassEndY', 'PassEndX', 'Zone']","[91, 119, 117, 30, 36, 38, 216, 218]",True,101748.0,67.62,23.664,,,,,,,,,,8.0,Anderson Carvalho,False,Moreirense,Santa Clara
,,16.0,46.0,,67.62,23.664,,,Carry,,,,,279531.0,74.655,22.983999999999998,,,,,,,,,,23.0,Crysan,True,Moreirense,Santa Clara
2375710829.0,163.0,16.0,50.0,251.0,74.655,22.983999999999998,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'StandingSave', 'PassEndX', 'PassEndY', 'Angle', 'ShotAssist', 'KeyPass']","[91, 119, 117, 30, 123, 205, 40, 46, 36, 37, 217, 218]",True,279531.0,77.80499999999999,27.744,,,,,,,,,,23.0,Crysan,False,Moreirense,Santa Clara
,,16.0,50.0,,77.80499999999999,27.744,,,Carry,,,,,101748.0,78.54,29.444,,,,,,,,,,8.0,Anderson Carvalho,False,Moreirense,Santa Clara
2375710841.0,164.0,16.0,52.0,251.0,78.54,29.444,16.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['OutOfBoxCentre', 'Zone', 'RightFoot', 'RegularPlay', 'GoalMouthZ', 'MissLeft', 'GoalMouthY', 'StandingSave', 'Assisted', 'RelatedEventId']","[91, 7, 10, 2, 3, 12]",True,101748.0,,,163.0,279531.0,8.3,61.3,True,,,,,8.0,Anderson Carvalho,,Moreirense,Santa Clara
2375711423.0,172.0,17.0,25.0,108.0,4.515,29.240000000000002,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'MissHigh', 'GoalKick', 'PassEndX', 'Angle', 'Length', 'Zone', 'PassEndY']","[91, 120, 128, 36, 38, 216, 218]",True,408374.0,60.27,12.784,,,,,,,,,,,,True,Moreirense,Santa Clara
2375711473.0,166.0,17.0,29.0,251.0,44.52,55.760000000000005,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'StandingSave', 'Zone', 'HeadPass', 'PassEndY', 'PassEndX', 'Angle']","[91, 120, 29, 139, 36, 38, 216, 218]",True,318502.0,57.645,39.1,,,,,,,,,,3.0,Mikel Villanueva,True,Moreirense,Santa Clara
2375711459.0,173.0,17.0,30.0,108.0,47.88,28.968000000000004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[197, 200]",False,342769.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375711479.0,167.0,17.0,30.0,251.0,57.12,39.032000000000004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Offensive', 'OppositeRelatedEvent']","[198, 199]",False,351562.0,,,,,,,,,,,,77.0,Rui Costa,,Moreirense,Santa Clara
2375711467.0,174.0,17.0,30.0,108.0,49.245,29.104,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Angle', 'PassEndY', 'Zone', 'HeadPass']","[91, 120, 29, 139, 36, 38, 216, 218]",True,342769.0,60.69,24.48,,,,,,,,,,,,False,Moreirense,Santa Clara
2376602051.0,796.0,17.0,32.0,251.0,40.11000000000001,37.80800000000001,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['StandingSave', 'Longball', 'Length', 'Zone', 'PassEndY', 'Angle', 'PassEndX']","[91, 118, 120, 128, 36, 37, 216, 218]",True,101748.0,50.19,56.236000000000004,,,,,,,,,,8.0,Anderson Carvalho,False,Moreirense,Santa Clara
2375711541.0,175.0,17.0,34.0,108.0,53.550000000000004,10.268,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'Zone', 'OppositeRelatedEvent']","[197, 199]",False,122089.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375711543.0,168.0,17.0,34.0,251.0,51.45,57.732000000000006,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Defensive', 'Zone', 'OppositeRelatedEvent']","[198, 200]",False,422200.0,,,,,,,,,,,,98.0,Ricardinho,,Moreirense,Santa Clara
2375711583.0,176.0,17.0,35.0,108.0,55.86000000000001,10.336,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Zone', 'PassEndY', 'Angle', 'HeadPass', 'Length']","[91, 120, 29, 139, 36, 38, 217, 218]",True,122089.0,77.7,2.3120000000000003,,,,,,,,,,,,True,Moreirense,Santa Clara
2375711581.0,169.0,17.0,37.0,251.0,35.7,64.804,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,130450.0,,,,,,,,,,,,6.0,Mansur,,Moreirense,Santa Clara
2375711649.0,170.0,17.0,38.0,251.0,34.545,64.668,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'Length', 'Zone', 'StandingSave', 'PassEndY', 'Longball']","[91, 117, 127, 35, 38, 215, 218]",True,130450.0,7.9799999999999995,46.580000000000005,,,,,,,,,,6.0,Mansur,False,Moreirense,Santa Clara
2375711723.0,171.0,17.0,40.0,251.0,7.665,46.51200000000001,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'Angle', 'PassEndY', 'StandingSave', 'PassEndX', 'Zone', 'Longball']","[91, 118, 120, 128, 36, 38, 216, 218]",True,361916.0,47.25,28.832,,,,,,,,,,99.0,Marco Pereira,True,Moreirense,Santa Clara
2375711707.0,177.0,17.0,45.0,108.0,59.43000000000001,41.004,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[197, 199]",False,392742.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375711729.0,172.0,17.0,45.0,251.0,45.57,26.996000000000002,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Zone', 'Defensive']","[198, 200]",False,279531.0,,,,,,,,,,,,23.0,Crysan,,Moreirense,Santa Clara
2375711715.0,178.0,17.0,45.0,108.0,61.214999999999996,42.84,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndX', 'Angle', 'Zone', 'HeadPass', 'PassEndY']","[91, 120, 29, 139, 36, 38, 216, 218]",True,392742.0,65.625,42.636,,,,,,,,,,,,False,Moreirense,Santa Clara
2375711817.0,173.0,17.0,46.0,251.0,40.214999999999996,21.284000000000002,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Zone', 'StandingSave', 'PassEndY', 'Length', 'Angle']","[91, 119, 117, 30, 36, 38, 216, 218]",True,101748.0,55.755,4.6240000000000006,,,,,,,,,,8.0,Anderson Carvalho,False,Moreirense,Santa Clara
,,17.0,46.0,,55.755,4.6240000000000006,,,Carry,,,,,279531.0,62.265,2.176,,,,,,,,,,23.0,Crysan,False,Moreirense,Santa Clara
2375711825.0,174.0,17.0,50.0,251.0,62.265,2.176,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Unsuccessful,"['Zone', 'OppositeRelatedEvent', 'Offensive', 'StandingSave']","[91, 53]",True,279531.0,,,,,,,,,,,,23.0,Crysan,,Moreirense,Santa Clara
2375711837.0,179.0,17.0,50.0,108.0,42.73500000000001,65.824,17.0,"{'value': 1, 'displayName': 'FirstHalf'}",Tackle,Successful,"['StandingSave', 'OppositeRelatedEvent', 'Zone', 'Defensive']","[91, 143]",True,325220.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375712053.0,176.0,18.0,2.0,251.0,59.85,0.0,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Angle', 'ThrowIn', 'Length', 'PassEndY', 'PassEndX', 'Longball', 'Zone']","[91, 212, 36, 37, 217]",True,274646.0,90.3,7.208,,,,,,,,,,17.0,Cristian Tassano,True,Moreirense,Santa Clara
2375712063.0,177.0,18.0,3.0,251.0,90.19500000000001,6.800000000000001,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Unsuccessful,"['StandingSave', 'OtherBodyPart', 'Zone']","[91, 69]",True,351562.0,,,,,,,,,,,,77.0,Rui Costa,,Moreirense,Santa Clara
2375712311.0,182.0,18.0,12.0,108.0,18.794999999999998,68.0,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'PassEndX', 'Angle', 'Zone', 'Longball', 'ThrowIn']","[91, 212, 36, 38, 215]",True,342769.0,21.105000000000004,32.300000000000004,,,,,,,,,,,,False,Moreirense,Santa Clara
2375712333.0,183.0,18.0,14.0,108.0,21.105000000000004,32.300000000000004,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Zone', 'PassEndY', 'StandingSave', 'Angle', 'PassEndX']","[91, 117, 30, 36, 38, 215, 218]",True,121484.0,30.450000000000003,5.44,,,,,,,,,,,,False,Moreirense,Santa Clara
2375712363.0,184.0,18.0,17.0,108.0,30.450000000000003,5.44,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Length', 'Angle', 'StandingSave', 'PassEndY', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,322792.0,39.375,2.788,,,,,,,,,,,,False,Moreirense,Santa Clara
2375712399.0,185.0,18.0,19.0,108.0,39.9,1.7000000000000002,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'StandingSave', 'Angle']","[91, 117, 30, 36, 37, 216, 218]",True,122089.0,46.095,2.5160000000000005,,,,,,,,,,,,False,Moreirense,Santa Clara
2375712413.0,186.0,18.0,20.0,108.0,47.46000000000001,1.8360000000000003,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'OppositeRelatedEvent', 'Foul', 'Zone']","[91, 63]",True,318686.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375712427.0,179.0,18.0,20.0,251.0,57.54,66.164,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'OppositeRelatedEvent', 'Zone', 'StandingSave', 'Defensive']",[64],False,130450.0,,,,,,,,,,,,6.0,Mansur,,Moreirense,Santa Clara
2375712921.0,187.0,18.0,45.0,108.0,44.730000000000004,1.904,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Zone', 'PassEndY', 'Longball', 'StandingSave', 'FreekickTaken', 'Angle', 'PassEndX', 'Length', 'Chipped']","[91, 119, 117, 124, 127, 132, 205, 36, 37, 217, 218]",True,322792.0,82.74,14.280000000000001,,,,,,,,,,,,True,Moreirense,Santa Clara
2375712995.0,188.0,18.0,51.0,108.0,76.02000000000001,7.276,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX', 'Zone']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,325220.0,80.53500000000001,9.520000000000001,,,,,,,,,,,,False,Moreirense,Santa Clara
2375713019.0,189.0,18.0,54.0,108.0,78.855,3.3320000000000003,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Length', 'StandingSave', 'Zone', 'Angle']","[91, 119, 117, 30, 205, 36, 37, 217, 218]",True,318686.0,81.165,10.540000000000001,,,,,,,,,,,,False,Moreirense,Santa Clara
2375713049.0,190.0,18.0,55.0,108.0,81.165,10.540000000000001,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'Zone', 'PassEndX', 'Length', 'StandingSave', 'Angle']","[91, 119, 117, 30, 205, 36, 38, 217, 218]",True,325220.0,83.79,2.72,,,,,,,,,,,,False,Moreirense,Santa Clara
2375713113.0,191.0,18.0,57.0,108.0,83.79,2.72,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'Angle', 'PassEndY', 'Length', 'Zone', 'StandingSave']","[91, 119, 117, 30, 205, 35, 37, 217, 218]",True,122089.0,74.865,3.604,,,,,,,,,,,,False,Moreirense,Santa Clara
2375713155.0,192.0,18.0,59.0,108.0,74.55,3.604,18.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'StandingSave', 'Zone', 'PassEndX']","[91, 119, 117, 30, 35, 37, 216, 218]",True,318686.0,69.92999999999999,11.628000000000002,,,,,,,,,,,,False,Moreirense,Santa Clara
2375713227.0,193.0,19.0,1.0,108.0,69.615,12.172,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'Length', 'Zone', 'Angle', 'StandingSave']","[91, 119, 117, 30, 35, 37, 216, 218]",True,421984.0,57.330000000000005,39.1,,,,,,,,,,,,False,Moreirense,Santa Clara
2375713271.0,194.0,19.0,5.0,108.0,61.74,43.112,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndY', 'PassEndX', 'StandingSave', 'Angle', 'Length', 'Zone']","[91, 117, 30, 35, 38, 216, 218]",True,342769.0,49.665,31.484,,,,,,,,,,,,False,Moreirense,Santa Clara
2375713319.0,195.0,19.0,8.0,108.0,49.56,31.348000000000003,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'StandingSave', 'PassEndX', 'Zone']","[91, 117, 30, 36, 38, 216, 218]",True,121484.0,49.77,4.760000000000001,,,,,,,,,,,,False,Moreirense,Santa Clara
2375713399.0,196.0,19.0,10.0,108.0,48.615,4.556,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'PassEndY', 'Angle', 'PassEndX', 'StandingSave', 'Longball', 'Zone']","[91, 117, 127, 35, 37, 215, 218]",True,322792.0,21.105000000000004,24.888,,,,,,,,,,,,False,Moreirense,Santa Clara
2375713545.0,197.0,19.0,22.0,108.0,27.405,27.200000000000003,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'Angle', 'Longball', 'Zone', 'Chipped', 'PassEndY', 'StandingSave', 'Length']","[91, 120, 124, 128, 36, 38, 217, 218]",True,408374.0,77.175,10.744000000000002,,,,,,,,,,,,True,Moreirense,Santa Clara
2375713549.0,181.0,19.0,25.0,251.0,36.855000000000004,54.808,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallRecovery,Successful,[],[93],False,130450.0,,,,,,,,,,,,6.0,Mansur,,Moreirense,Santa Clara
,,19.0,25.0,,36.855000000000004,54.808,,,Carry,,,,,130450.0,36.330000000000005,50.456,,,,,,,,,,6.0,Mansur,False,Moreirense,Santa Clara
2375713587.0,182.0,19.0,27.0,251.0,36.330000000000005,50.456,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Length', 'Angle', 'StandingSave', 'PassEndY', 'Zone', 'PassEndX']","[91, 117, 30, 36, 38, 216, 218]",True,130450.0,39.27,44.132000000000005,,,,,,,,,,6.0,Mansur,False,Moreirense,Santa Clara
2375713645.0,183.0,19.0,27.0,251.0,39.375,43.928,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Chipped', 'Angle', 'Zone', 'StandingSave', 'PassEndX', 'Length', 'PassEndY']","[91, 117, 30, 124, 36, 37, 216, 218]",True,101748.0,50.714999999999996,65.62,,,,,,,,,,8.0,Anderson Carvalho,False,Moreirense,Santa Clara
,,19.0,27.0,,50.714999999999996,65.62,,,Carry,,,,,422200.0,47.04,65.688,,,,,,,,,,98.0,Ricardinho,False,Moreirense,Santa Clara
2375713977.0,184.0,19.0,30.0,251.0,47.04,65.688,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",TakeOn,Successful,"['OppositeRelatedEvent', 'StandingSave', 'Zone', 'Offensive']","[91, 54]",True,422200.0,,,,,,,,,,,,98.0,Ricardinho,,Moreirense,Santa Clara
2375713655.0,198.0,19.0,30.0,108.0,57.96000000000001,2.3120000000000003,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Challenge,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']",[55],False,318686.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375713981.0,185.0,19.0,33.0,251.0,61.11000000000001,64.87200000000001,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Foul', 'Offensive', 'OppositeRelatedEvent', 'Zone']","[91, 63]",True,422200.0,,,,,,,,,,,,98.0,Ricardinho,,Moreirense,Santa Clara
2375713725.0,200.0,19.0,33.0,108.0,43.89,3.128,19.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'Defensive', 'OppositeRelatedEvent', 'StandingSave', 'Zone']",[64],False,322792.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375714365.0,186.0,20.0,14.0,251.0,64.78500000000001,65.144,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Longball', 'Length', 'FreekickTaken', 'StandingSave', 'Zone', 'PassEndX', 'Angle', 'PassEndY', 'Chipped', 'Cross', 'LeftFoot']","[91, 138, 124, 126, 36, 38, 217, 218]",True,279478.0,100.38,29.308000000000003,,,,,,,,,,10.0,Lincoln,True,Moreirense,Santa Clara
2375769981.0,435.0,20.0,16.0,251.0,100.17000000000002,28.764,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Offensive', 'OppositeRelatedEvent', 'Zone']","[197, 199]",False,130450.0,,,,,,,,,,,,6.0,Mansur,,Moreirense,Santa Clara
2375715253.0,210.0,20.0,16.0,108.0,4.83,39.236000000000004,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[198, 200]",False,342769.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375770143.0,436.0,20.0,17.0,251.0,100.48500000000001,28.764,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'PassEndY', 'Length', 'HeadPass', 'Angle', 'Zone']","[91, 120, 29, 139, 35, 37, 217, 218]",True,130450.0,89.88,40.93600000000001,,,,,,,,,,6.0,Mansur,False,Moreirense,Santa Clara
2375714557.0,202.0,20.0,18.0,108.0,15.75,27.472,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'Defensive', 'OppositeRelatedEvent']","[197, 200]",False,122089.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375770813.0,437.0,20.0,18.0,251.0,89.25,40.528000000000006,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['OppositeRelatedEvent', 'Offensive', 'Zone']","[198, 199]",False,351562.0,,,,,,,,,,,,77.0,Rui Costa,,Moreirense,Santa Clara
2375714565.0,203.0,20.0,18.0,108.0,14.175,28.900000000000002,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Clearance,Successful,"['Angle', 'Length', 'PassEndX', 'Zone', 'Head', 'PassEndY']","[91, 94, 95, 57, 215]",True,122089.0,22.995,35.496,,,,,,,,,,,,,Moreirense,Santa Clara
2375714401.0,187.0,20.0,20.0,251.0,81.48,34.068000000000005,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",MissedShots,Successful,"['OutOfBoxCentre', 'SetPiece', 'LeftFoot', 'Zone', 'HighRight', 'GoalMouthZ', 'StandingSave', 'GoalMouthY']","[91, 7, 10, 2, 5, 13]",True,279531.0,,,,,77.8,43.0,True,,,,,23.0,Crysan,,Moreirense,Santa Clara
2375714703.0,204.0,20.0,43.0,108.0,4.83,36.244,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['Longball', 'MissHigh', 'Zone', 'Angle', 'GoalKick', 'PassEndX', 'Length', 'PassEndY']","[91, 119, 117, 127, 36, 37, 216, 218]",True,408374.0,60.06,37.672000000000004,,,,,,,,,,,,True,Moreirense,Santa Clara
2375714709.0,205.0,20.0,47.0,108.0,61.425000000000004,36.584,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Successful,"['Zone', 'OppositeRelatedEvent', 'Offensive']","[197, 199]",False,135347.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375714733.0,189.0,20.0,47.0,251.0,43.575,31.416000000000004,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Aerial,Unsuccessful,"['Defensive', 'OppositeRelatedEvent', 'Zone']","[198, 200]",False,318502.0,,,,,,,,,,,,3.0,Mikel Villanueva,,Moreirense,Santa Clara
2375714723.0,206.0,20.0,47.0,108.0,60.165,33.660000000000004,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['OtherBodyPart', 'Length', 'Zone', 'PassEndX', 'PassEndY', 'Angle']","[91, 120, 29, 36, 37, 216, 218]",True,135347.0,61.425000000000004,33.79600000000001,,,,,,,,,,,,False,Moreirense,Santa Clara
2375714737.0,190.0,20.0,47.0,251.0,38.325,30.6,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",BallTouch,Successful,"['Zone', 'Head']",[91],True,318502.0,,,,,,,,,,,,3.0,Mikel Villanueva,,Moreirense,Santa Clara
2375714731.0,207.0,20.0,48.0,108.0,71.925,37.128,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['Length', 'PassEndY', 'Zone', 'HeadPass', 'Angle', 'PassEndX']","[91, 120, 29, 139, 35, 38, 216, 218]",True,318686.0,69.09,28.424,,,,,,,,,,,,False,Moreirense,Santa Clara
2375714779.0,191.0,20.0,51.0,251.0,35.28,45.288,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Unsuccessful,"['PassEndX', 'OppositeRelatedEvent', 'Zone', 'Angle', 'Offensive', 'PassEndY', 'Length', 'StandingSave']","[91, 118, 120, 29, 36, 37, 216, 218]",True,409279.0,39.165,51.952000000000005,,,,,,,,,,25.0,Hidemasa Morita,False,Moreirense,Santa Clara
2375714761.0,208.0,20.0,51.0,108.0,69.405,24.752000000000002,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",BlockedPass,Successful,"['Zone', 'Defensive', 'StandingSave', 'OppositeRelatedEvent']","[91, 60]",True,135347.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375714855.0,192.0,20.0,55.0,251.0,35.910000000000004,64.60000000000001,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Successful,"['Offensive', 'Foul', 'Zone', 'OppositeRelatedEvent']","[91, 63]",True,422200.0,,,,,,,,,,,,98.0,Ricardinho,,Moreirense,Santa Clara
2375714825.0,209.0,20.0,55.0,108.0,69.09,3.4000000000000004,20.0,"{'value': 1, 'displayName': 'FirstHalf'}",Foul,Unsuccessful,"['Foul', 'Zone', 'OppositeRelatedEvent', 'StandingSave', 'Defensive']",[64],False,122089.0,,,,,,,,,,,,,,,Moreirense,Santa Clara
2375715183.0,193.0,21.0,18.0,251.0,31.080000000000002,55.42,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'FreekickTaken', 'PassEndY', 'Zone', 'Angle', 'Length', 'StandingSave']","[91, 117, 30, 132, 36, 37, 216, 218]",True,318502.0,42.21000000000001,59.908,,,,,,,,,,3.0,Mikel Villanueva,False,Moreirense,Santa Clara
,,21.0,18.0,,42.21000000000001,59.908,,,Carry,,,,,409279.0,43.365,50.184000000000005,,,,,,,,,,25.0,Hidemasa Morita,False,Moreirense,Santa Clara
2375715227.0,194.0,21.0,22.0,251.0,43.365,50.184000000000005,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'StandingSave', 'Zone', 'PassEndY', 'Angle', 'Length']","[91, 117, 30, 35, 38, 216, 218]",True,409279.0,40.635000000000005,25.568,,,,,,,,,,25.0,Hidemasa Morita,False,Moreirense,Santa Clara
2375715261.0,195.0,21.0,27.0,251.0,40.635000000000005,25.432000000000002,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['PassEndX', 'PassEndY', 'Zone', 'Length', 'Angle', 'StandingSave']","[91, 119, 117, 30, 36, 37, 216, 218]",True,318502.0,58.275000000000006,42.364000000000004,,,,,,,,,,3.0,Mikel Villanueva,True,Moreirense,Santa Clara
2375715331.0,196.0,21.0,28.0,251.0,58.275000000000006,42.568000000000005,21.0,"{'value': 1, 'displayName': 'FirstHalf'}",Pass,Successful,"['StandingSave', 'Angle', 'PassEndX', 'Zone', 'Length', 'PassEndY']","[91, 117, 30, 35, 37, 216, 218]",True,279478.0,49.14,47.124,,,,,,,,,,10.0,Lincoln,False,Moreirense,Santa Clara
,,21.0,28.0,,49.14,47.124,,,Carry,,,,,409279.0,56.175000000000004,44.540000000000006,,,,,,,,,,25.0,Hidemasa Morita,False,Moreirense,Santa Clara
